,image
20396,ISIC_2020_Train_DICOM_corrected/train/ISIC_4525243.dcm
20397,ISIC_2020_Train_DICOM_corrected/train/ISIC_1390987.dcm
20398,ISIC_2020_Train_DICOM_corrected/train/ISIC_4897895.dcm
20399,ISIC_2020_Train_DICOM_corrected/train/ISIC_9893264.dcm
20400,ISIC_2020_Train_DICOM_corrected/train/ISIC_0319410.dcm
20401,ISIC_2020_Train_DICOM_corrected/train/ISIC_2263504.dcm
20402,ISIC_2020_Train_DICOM_corrected/train/ISIC_4364788.dcm
20403,ISIC_2020_Train_DICOM_corrected/train/ISIC_6763196.dcm
20404,ISIC_2020_Train_DICOM_corrected/train/ISIC_3132543.dcm
20405,ISIC_2020_Train_DICOM_corrected/train/ISIC_3736869.dcm
20406,ISIC_2020_Train_DICOM_corrected/train/ISIC_4344870.dcm
20407,ISIC_2020_Train_DICOM_corrected/train/ISIC_7636712.dcm
20408,ISIC_2020_Train_DICOM_corrected/train/ISIC_7959386.dcm
20409,ISIC_2020_Train_DICOM_corrected/train/ISIC_9069449.dcm
20410,ISIC_2020_Train_DICOM_corrected/train/ISIC_0437828.dcm
20411,ISIC_2020_Train_DICOM_corrected/train/ISIC_6254731.dcm
20412,ISIC_2020_Train_DICOM_corrected/train/ISIC_0439527.dcm
20413,ISIC_2020_Train_DICOM_corrected/train/ISIC_2375107.dcm
20414,ISIC_2020_Train_DICOM_corrected/train/ISIC_7081554.dcm
20415,ISIC_2020_Train_DICOM_corrected/train/ISIC_0297595.dcm
20416,ISIC_2020_Train_DICOM_corrected/train/ISIC_2334293.dcm
20417,ISIC_2020_Train_DICOM_corrected/train/ISIC_1323043.dcm
20418,ISIC_2020_Train_DICOM_corrected/train/ISIC_1085285.dcm
20419,ISIC_2020_Train_DICOM_corrected/train/ISIC_7722716.dcm
20420,ISIC_2020_Train_DICOM_corrected/train/ISIC_6853786.dcm
20421,ISIC_2020_Train_DICOM_corrected/train/ISIC_7741631.dcm
20422,ISIC_2020_Train_DICOM_corrected/train/ISIC_9053195.dcm
20423,ISIC_2020_Train_DICOM_corrected/train/ISIC_4562725.dcm
20424,ISIC_2020_Train_DICOM_corrected/train/ISIC_4352991.dcm
20425,ISIC_2020_Train_DICOM_corrected/train/ISIC_3599664.dcm
20426,ISIC_2020_Train_DICOM_corrected/train/ISIC_0359307.dcm
20427,ISIC_2020_Train_DICOM_corrected/train/ISIC_7400392.dcm
20428,ISIC_2020_Train_DICOM_corrected/train/ISIC_8010381.dcm
20429,ISIC_2020_Train_DICOM_corrected/train/ISIC_0239597.dcm
20430,ISIC_2020_Train_DICOM_corrected/train/ISIC_3217658.dcm
20431,ISIC_2020_Train_DICOM_corrected/train/ISIC_3653733.dcm
20432,ISIC_2020_Train_DICOM_corrected/train/ISIC_2028658.dcm
20433,ISIC_2020_Train_DICOM_corrected/train/ISIC_1342117.dcm
20434,ISIC_2020_Train_DICOM_corrected/train/ISIC_5097807.dcm
20435,ISIC_2020_Train_DICOM_corrected/train/ISIC_5526478.dcm
20436,ISIC_2020_Train_DICOM_corrected/train/ISIC_9873154.dcm
20437,ISIC_2020_Train_DICOM_corrected/train/ISIC_7175078.dcm
20438,ISIC_2020_Train_DICOM_corrected/train/ISIC_8147900.dcm
20439,ISIC_2020_Train_DICOM_corrected/train/ISIC_5884413.dcm
20440,ISIC_2020_Train_DICOM_corrected/train/ISIC_9824799.dcm
20441,ISIC_2020_Train_DICOM_corrected/train/ISIC_3820669.dcm
20442,ISIC_2020_Train_DICOM_corrected/train/ISIC_0165903.dcm
20443,ISIC_2020_Train_DICOM_corrected/train/ISIC_9980068.dcm
20444,ISIC_2020_Train_DICOM_corrected/train/ISIC_5036010.dcm
20445,ISIC_2020_Train_DICOM_corrected/train/ISIC_3761634.dcm
20446,ISIC_2020_Train_DICOM_corrected/train/ISIC_8290994.dcm
20447,ISIC_2020_Train_DICOM_corrected/train/ISIC_3852276.dcm
20448,ISIC_2020_Train_DICOM_corrected/train/ISIC_3738751.dcm
20449,ISIC_2020_Train_DICOM_corrected/train/ISIC_0510835.dcm
20450,ISIC_2020_Train_DICOM_corrected/train/ISIC_5736023.dcm
20451,ISIC_2020_Train_DICOM_corrected/train/ISIC_1603509.dcm
20452,ISIC_2020_Train_DICOM_corrected/train/ISIC_8575776.dcm
20453,ISIC_2020_Train_DICOM_corrected/train/ISIC_7875959.dcm
20454,ISIC_2020_Train_DICOM_corrected/train/ISIC_9101441.dcm
20455,ISIC_2020_Train_DICOM_corrected/train/ISIC_7387427.dcm
20456,ISIC_2020_Train_DICOM_corrected/train/ISIC_7842837.dcm
20457,ISIC_2020_Train_DICOM_corrected/train/ISIC_1979996.dcm
20458,ISIC_2020_Train_DICOM_corrected/train/ISIC_1550721.dcm
20459,ISIC_2020_Train_DICOM_corrected/train/ISIC_2805634.dcm
20460,ISIC_2020_Train_DICOM_corrected/train/ISIC_7449104.dcm
20461,ISIC_2020_Train_DICOM_corrected/train/ISIC_6710082.dcm
20462,ISIC_2020_Train_DICOM_corrected/train/ISIC_5459997.dcm
20463,ISIC_2020_Train_DICOM_corrected/train/ISIC_4322848.dcm
20464,ISIC_2020_Train_DICOM_corrected/train/ISIC_6473760.dcm
20465,ISIC_2020_Train_DICOM_corrected/train/ISIC_2814638.dcm
20466,ISIC_2020_Train_DICOM_corrected/train/ISIC_8258970.dcm
20467,ISIC_2020_Train_DICOM_corrected/train/ISIC_4265307.dcm
20468,ISIC_2020_Train_DICOM_corrected/train/ISIC_2031626.dcm
20469,ISIC_2020_Train_DICOM_corrected/train/ISIC_4180979.dcm
20470,ISIC_2020_Train_DICOM_corrected/train/ISIC_9392704.dcm
20471,ISIC_2020_Train_DICOM_corrected/train/ISIC_2552833.dcm
20472,ISIC_2020_Train_DICOM_corrected/train/ISIC_9014786.dcm
20473,ISIC_2020_Train_DICOM_corrected/train/ISIC_3230575.dcm
20474,ISIC_2020_Train_DICOM_corrected/train/ISIC_4196596.dcm
20475,ISIC_2020_Train_DICOM_corrected/train/ISIC_3902956.dcm
20476,ISIC_2020_Train_DICOM_corrected/train/ISIC_4147166.dcm
20477,ISIC_2020_Train_DICOM_corrected/train/ISIC_4690019.dcm
20478,ISIC_2020_Train_DICOM_corrected/train/ISIC_2597342.dcm
20479,ISIC_2020_Train_DICOM_corrected/train/ISIC_8073036.dcm
20480,ISIC_2020_Train_DICOM_corrected/train/ISIC_0280943.dcm
20481,ISIC_2020_Train_DICOM_corrected/train/ISIC_1045084.dcm
20482,ISIC_2020_Train_DICOM_corrected/train/ISIC_8661226.dcm
20483,ISIC_2020_Train_DICOM_corrected/train/ISIC_1125852.dcm
20484,ISIC_2020_Train_DICOM_corrected/train/ISIC_9957107.dcm
20485,ISIC_2020_Train_DICOM_corrected/train/ISIC_0906465.dcm
20486,ISIC_2020_Train_DICOM_corrected/train/ISIC_0715086.dcm
20487,ISIC_2020_Train_DICOM_corrected/train/ISIC_2771979.dcm
20488,ISIC_2020_Train_DICOM_corrected/train/ISIC_0419302.dcm
20489,ISIC_2020_Train_DICOM_corrected/train/ISIC_3315259.dcm
20490,ISIC_2020_Train_DICOM_corrected/train/ISIC_5380827.dcm
20491,ISIC_2020_Train_DICOM_corrected/train/ISIC_0167093.dcm
20492,ISIC_2020_Train_DICOM_corrected/train/ISIC_2377039.dcm
20493,ISIC_2020_Train_DICOM_corrected/train/ISIC_2440802.dcm
20494,ISIC_2020_Train_DICOM_corrected/train/ISIC_3870671.dcm
20495,ISIC_2020_Train_DICOM_corrected/train/ISIC_9716031.dcm
20496,ISIC_2020_Train_DICOM_corrected/train/ISIC_7371801.dcm
20497,ISIC_2020_Train_DICOM_corrected/train/ISIC_2856521.dcm
20498,ISIC_2020_Train_DICOM_corrected/train/ISIC_5963015.dcm
20499,ISIC_2020_Train_DICOM_corrected/train/ISIC_2795397.dcm
20500,ISIC_2020_Train_DICOM_corrected/train/ISIC_5705734.dcm
20501,ISIC_2020_Train_DICOM_corrected/train/ISIC_3377082.dcm
20502,ISIC_2020_Train_DICOM_corrected/train/ISIC_0452388.dcm
20503,ISIC_2020_Train_DICOM_corrected/train/ISIC_1793624.dcm
20504,ISIC_2020_Train_DICOM_corrected/train/ISIC_8094432.dcm
20505,ISIC_2020_Train_DICOM_corrected/train/ISIC_7189099.dcm
20506,ISIC_2020_Train_DICOM_corrected/train/ISIC_8637407.dcm
20507,ISIC_2020_Train_DICOM_corrected/train/ISIC_9648013.dcm
20508,ISIC_2020_Train_DICOM_corrected/train/ISIC_1054769.dcm
20509,ISIC_2020_Train_DICOM_corrected/train/ISIC_5549618.dcm
20510,ISIC_2020_Train_DICOM_corrected/train/ISIC_8764927.dcm
20511,ISIC_2020_Train_DICOM_corrected/train/ISIC_1511613.dcm
20512,ISIC_2020_Train_DICOM_corrected/train/ISIC_9065461.dcm
20513,ISIC_2020_Train_DICOM_corrected/train/ISIC_5074129.dcm
20514,ISIC_2020_Train_DICOM_corrected/train/ISIC_5574940.dcm
20515,ISIC_2020_Train_DICOM_corrected/train/ISIC_5998340.dcm
20516,ISIC_2020_Train_DICOM_corrected/train/ISIC_0485881.dcm
20517,ISIC_2020_Train_DICOM_corrected/train/ISIC_3375455.dcm
20518,ISIC_2020_Train_DICOM_corrected/train/ISIC_0091016.dcm
20519,ISIC_2020_Train_DICOM_corrected/train/ISIC_2387770.dcm
20520,ISIC_2020_Train_DICOM_corrected/train/ISIC_2476624.dcm
20521,ISIC_2020_Train_DICOM_corrected/train/ISIC_9977219.dcm
20522,ISIC_2020_Train_DICOM_corrected/train/ISIC_6311570.dcm
20523,ISIC_2020_Train_DICOM_corrected/train/ISIC_3756823.dcm
20524,ISIC_2020_Train_DICOM_corrected/train/ISIC_5562603.dcm
20525,ISIC_2020_Train_DICOM_corrected/train/ISIC_1002473.dcm
20526,ISIC_2020_Train_DICOM_corrected/train/ISIC_2803212.dcm
20527,ISIC_2020_Train_DICOM_corrected/train/ISIC_0873657.dcm
20528,ISIC_2020_Train_DICOM_corrected/train/ISIC_8125684.dcm
20529,ISIC_2020_Train_DICOM_corrected/train/ISIC_7146904.dcm
20530,ISIC_2020_Train_DICOM_corrected/train/ISIC_7560723.dcm
20531,ISIC_2020_Train_DICOM_corrected/train/ISIC_6406517.dcm
20532,ISIC_2020_Train_DICOM_corrected/train/ISIC_1014075.dcm
20533,ISIC_2020_Train_DICOM_corrected/train/ISIC_3736075.dcm
20534,ISIC_2020_Train_DICOM_corrected/train/ISIC_2736340.dcm
20535,ISIC_2020_Train_DICOM_corrected/train/ISIC_5485512.dcm
20536,ISIC_2020_Train_DICOM_corrected/train/ISIC_3904828.dcm
20537,ISIC_2020_Train_DICOM_corrected/train/ISIC_6507412.dcm
20538,ISIC_2020_Train_DICOM_corrected/train/ISIC_5609883.dcm
20539,ISIC_2020_Train_DICOM_corrected/train/ISIC_5499474.dcm
20540,ISIC_2020_Train_DICOM_corrected/train/ISIC_4642877.dcm
20541,ISIC_2020_Train_DICOM_corrected/train/ISIC_1532403.dcm
20542,ISIC_2020_Train_DICOM_corrected/train/ISIC_7279060.dcm
20543,ISIC_2020_Train_DICOM_corrected/train/ISIC_4004283.dcm
20544,ISIC_2020_Train_DICOM_corrected/train/ISIC_4316501.dcm
20545,ISIC_2020_Train_DICOM_corrected/train/ISIC_6500700.dcm
20546,ISIC_2020_Train_DICOM_corrected/train/ISIC_7811951.dcm
20547,ISIC_2020_Train_DICOM_corrected/train/ISIC_1253292.dcm
20548,ISIC_2020_Train_DICOM_corrected/train/ISIC_6613992.dcm
20549,ISIC_2020_Train_DICOM_corrected/train/ISIC_6569301.dcm
20550,ISIC_2020_Train_DICOM_corrected/train/ISIC_4500503.dcm
20551,ISIC_2020_Train_DICOM_corrected/train/ISIC_9713897.dcm
20552,ISIC_2020_Train_DICOM_corrected/train/ISIC_6702684.dcm
20553,ISIC_2020_Train_DICOM_corrected/train/ISIC_0803575.dcm
20554,ISIC_2020_Train_DICOM_corrected/train/ISIC_3345230.dcm
20555,ISIC_2020_Train_DICOM_corrected/train/ISIC_6396565.dcm
20556,ISIC_2020_Train_DICOM_corrected/train/ISIC_8430465.dcm
20557,ISIC_2020_Train_DICOM_corrected/train/ISIC_2619533.dcm
20558,ISIC_2020_Train_DICOM_corrected/train/ISIC_3499803.dcm
20559,ISIC_2020_Train_DICOM_corrected/train/ISIC_9135750.dcm
20560,ISIC_2020_Train_DICOM_corrected/train/ISIC_3475142.dcm
20561,ISIC_2020_Train_DICOM_corrected/train/ISIC_0885962.dcm
20562,ISIC_2020_Train_DICOM_corrected/train/ISIC_4568022.dcm
20563,ISIC_2020_Train_DICOM_corrected/train/ISIC_3840133.dcm
20564,ISIC_2020_Train_DICOM_corrected/train/ISIC_9482037.dcm
20565,ISIC_2020_Train_DICOM_corrected/train/ISIC_9943579.dcm
20566,ISIC_2020_Train_DICOM_corrected/train/ISIC_6151703.dcm
20567,ISIC_2020_Train_DICOM_corrected/train/ISIC_5019268.dcm
20568,ISIC_2020_Train_DICOM_corrected/train/ISIC_4654808.dcm
20569,ISIC_2020_Train_DICOM_corrected/train/ISIC_8938681.dcm
20570,ISIC_2020_Train_DICOM_corrected/train/ISIC_6809191.dcm
20571,ISIC_2020_Train_DICOM_corrected/train/ISIC_8020688.dcm
20572,ISIC_2020_Train_DICOM_corrected/train/ISIC_6299415.dcm
20573,ISIC_2020_Train_DICOM_corrected/train/ISIC_3626811.dcm
20574,ISIC_2020_Train_DICOM_corrected/train/ISIC_3806200.dcm
20575,ISIC_2020_Train_DICOM_corrected/train/ISIC_1338882.dcm
20576,ISIC_2020_Train_DICOM_corrected/train/ISIC_8567199.dcm
20577,ISIC_2020_Train_DICOM_corrected/train/ISIC_2329722.dcm
20578,ISIC_2020_Train_DICOM_corrected/train/ISIC_9614483.dcm
20579,ISIC_2020_Train_DICOM_corrected/train/ISIC_4705307.dcm
20580,ISIC_2020_Train_DICOM_corrected/train/ISIC_4414841.dcm
20581,ISIC_2020_Train_DICOM_corrected/train/ISIC_9788955.dcm
20582,ISIC_2020_Train_DICOM_corrected/train/ISIC_4920181.dcm
20583,ISIC_2020_Train_DICOM_corrected/train/ISIC_7050843.dcm
20584,ISIC_2020_Train_DICOM_corrected/train/ISIC_1218358.dcm
20585,ISIC_2020_Train_DICOM_corrected/train/ISIC_1020862.dcm
20586,ISIC_2020_Train_DICOM_corrected/train/ISIC_1079829.dcm
20587,ISIC_2020_Train_DICOM_corrected/train/ISIC_4391942.dcm
20588,ISIC_2020_Train_DICOM_corrected/train/ISIC_8562717.dcm
20589,ISIC_2020_Train_DICOM_corrected/train/ISIC_0547934.dcm
20590,ISIC_2020_Train_DICOM_corrected/train/ISIC_8063080.dcm
20591,ISIC_2020_Train_DICOM_corrected/train/ISIC_9766238.dcm
20592,ISIC_2020_Train_DICOM_corrected/train/ISIC_1839929.dcm
20593,ISIC_2020_Train_DICOM_corrected/train/ISIC_6681346.dcm
20594,ISIC_2020_Train_DICOM_corrected/train/ISIC_0528791.dcm
20595,ISIC_2020_Train_DICOM_corrected/train/ISIC_7140243.dcm
20596,ISIC_2020_Train_DICOM_corrected/train/ISIC_3225847.dcm
20597,ISIC_2020_Train_DICOM_corrected/train/ISIC_4420070.dcm
20598,ISIC_2020_Train_DICOM_corrected/train/ISIC_5832440.dcm
20599,ISIC_2020_Train_DICOM_corrected/train/ISIC_7083307.dcm
20600,ISIC_2020_Train_DICOM_corrected/train/ISIC_0397620.dcm
20601,ISIC_2020_Train_DICOM_corrected/train/ISIC_9211989.dcm
20602,ISIC_2020_Train_DICOM_corrected/train/ISIC_2289276.dcm
20603,ISIC_2020_Train_DICOM_corrected/train/ISIC_4957216.dcm
20604,ISIC_2020_Train_DICOM_corrected/train/ISIC_7725994.dcm
20605,ISIC_2020_Train_DICOM_corrected/train/ISIC_4597566.dcm
20606,ISIC_2020_Train_DICOM_corrected/train/ISIC_4130540.dcm
20607,ISIC_2020_Train_DICOM_corrected/train/ISIC_0663824.dcm
20608,ISIC_2020_Train_DICOM_corrected/train/ISIC_5357406.dcm
20609,ISIC_2020_Train_DICOM_corrected/train/ISIC_9861674.dcm
20610,ISIC_2020_Train_DICOM_corrected/train/ISIC_6769445.dcm
20611,ISIC_2020_Train_DICOM_corrected/train/ISIC_1370034.dcm
20612,ISIC_2020_Train_DICOM_corrected/train/ISIC_6869128.dcm
20613,ISIC_2020_Train_DICOM_corrected/train/ISIC_8609917.dcm
20614,ISIC_2020_Train_DICOM_corrected/train/ISIC_1666715.dcm
20615,ISIC_2020_Train_DICOM_corrected/train/ISIC_4615813.dcm
20616,ISIC_2020_Train_DICOM_corrected/train/ISIC_2625754.dcm
20617,ISIC_2020_Train_DICOM_corrected/train/ISIC_7284377.dcm
20618,ISIC_2020_Train_DICOM_corrected/train/ISIC_1167258.dcm
20619,ISIC_2020_Train_DICOM_corrected/train/ISIC_7973564.dcm
20620,ISIC_2020_Train_DICOM_corrected/train/ISIC_1636996.dcm
20621,ISIC_2020_Train_DICOM_corrected/train/ISIC_4711251.dcm
20622,ISIC_2020_Train_DICOM_corrected/train/ISIC_6666623.dcm
20623,ISIC_2020_Train_DICOM_corrected/train/ISIC_4420952.dcm
20624,ISIC_2020_Train_DICOM_corrected/train/ISIC_6581765.dcm
20625,ISIC_2020_Train_DICOM_corrected/train/ISIC_3058615.dcm
20626,ISIC_2020_Train_DICOM_corrected/train/ISIC_9499654.dcm
20627,ISIC_2020_Train_DICOM_corrected/train/ISIC_0305879.dcm
20628,ISIC_2020_Train_DICOM_corrected/train/ISIC_7834075.dcm
20629,ISIC_2020_Train_DICOM_corrected/train/ISIC_7204247.dcm
20630,ISIC_2020_Train_DICOM_corrected/train/ISIC_0803850.dcm
20631,ISIC_2020_Train_DICOM_corrected/train/ISIC_6000115.dcm
20632,ISIC_2020_Train_DICOM_corrected/train/ISIC_4828380.dcm
20633,ISIC_2020_Train_DICOM_corrected/train/ISIC_0485753.dcm
20634,ISIC_2020_Train_DICOM_corrected/train/ISIC_4156010.dcm
20635,ISIC_2020_Train_DICOM_corrected/train/ISIC_2849717.dcm
20636,ISIC_2020_Train_DICOM_corrected/train/ISIC_5647101.dcm
20637,ISIC_2020_Train_DICOM_corrected/train/ISIC_2525962.dcm
20638,ISIC_2020_Train_DICOM_corrected/train/ISIC_8066191.dcm
20639,ISIC_2020_Train_DICOM_corrected/train/ISIC_7485991.dcm
20640,ISIC_2020_Train_DICOM_corrected/train/ISIC_1937534.dcm
20641,ISIC_2020_Train_DICOM_corrected/train/ISIC_2043431.dcm
20642,ISIC_2020_Train_DICOM_corrected/train/ISIC_3531277.dcm
20643,ISIC_2020_Train_DICOM_corrected/train/ISIC_5131198.dcm
20644,ISIC_2020_Train_DICOM_corrected/train/ISIC_6891226.dcm
20645,ISIC_2020_Train_DICOM_corrected/train/ISIC_6244332.dcm
20646,ISIC_2020_Train_DICOM_corrected/train/ISIC_3779349.dcm
20647,ISIC_2020_Train_DICOM_corrected/train/ISIC_2988939.dcm
20648,ISIC_2020_Train_DICOM_corrected/train/ISIC_1723904.dcm
20649,ISIC_2020_Train_DICOM_corrected/train/ISIC_7371985.dcm
20650,ISIC_2020_Train_DICOM_corrected/train/ISIC_2858957.dcm
20651,ISIC_2020_Train_DICOM_corrected/train/ISIC_1722254.dcm
20652,ISIC_2020_Train_DICOM_corrected/train/ISIC_1645738.dcm
20653,ISIC_2020_Train_DICOM_corrected/train/ISIC_4343129.dcm
20654,ISIC_2020_Train_DICOM_corrected/train/ISIC_1025192.dcm
20655,ISIC_2020_Train_DICOM_corrected/train/ISIC_8181142.dcm
20656,ISIC_2020_Train_DICOM_corrected/train/ISIC_6309336.dcm
20657,ISIC_2020_Train_DICOM_corrected/train/ISIC_2051486.dcm
20658,ISIC_2020_Train_DICOM_corrected/train/ISIC_7867245.dcm
20659,ISIC_2020_Train_DICOM_corrected/train/ISIC_1651723.dcm
20660,ISIC_2020_Train_DICOM_corrected/train/ISIC_5731710.dcm
20661,ISIC_2020_Train_DICOM_corrected/train/ISIC_6247314.dcm
20662,ISIC_2020_Train_DICOM_corrected/train/ISIC_2340119.dcm
20663,ISIC_2020_Train_DICOM_corrected/train/ISIC_2730948.dcm
20664,ISIC_2020_Train_DICOM_corrected/train/ISIC_2760737.dcm
20665,ISIC_2020_Train_DICOM_corrected/train/ISIC_5759054.dcm
20666,ISIC_2020_Train_DICOM_corrected/train/ISIC_2329310.dcm
20667,ISIC_2020_Train_DICOM_corrected/train/ISIC_9487585.dcm
20668,ISIC_2020_Train_DICOM_corrected/train/ISIC_9731331.dcm
20669,ISIC_2020_Train_DICOM_corrected/train/ISIC_4248447.dcm
20670,ISIC_2020_Train_DICOM_corrected/train/ISIC_1657434.dcm
20671,ISIC_2020_Train_DICOM_corrected/train/ISIC_5507066.dcm
20672,ISIC_2020_Train_DICOM_corrected/train/ISIC_1511913.dcm
20673,ISIC_2020_Train_DICOM_corrected/train/ISIC_6339062.dcm
20674,ISIC_2020_Train_DICOM_corrected/train/ISIC_5078356.dcm
20675,ISIC_2020_Train_DICOM_corrected/train/ISIC_3892947.dcm
20676,ISIC_2020_Train_DICOM_corrected/train/ISIC_0338377.dcm
20677,ISIC_2020_Train_DICOM_corrected/train/ISIC_8064866.dcm
20678,ISIC_2020_Train_DICOM_corrected/train/ISIC_2398001.dcm
20679,ISIC_2020_Train_DICOM_corrected/train/ISIC_4100400.dcm
20680,ISIC_2020_Train_DICOM_corrected/train/ISIC_8821259.dcm
20681,ISIC_2020_Train_DICOM_corrected/train/ISIC_2361734.dcm
20682,ISIC_2020_Train_DICOM_corrected/train/ISIC_5985961.dcm
20683,ISIC_2020_Train_DICOM_corrected/train/ISIC_3134745.dcm
20684,ISIC_2020_Train_DICOM_corrected/train/ISIC_1001477.dcm
20685,ISIC_2020_Train_DICOM_corrected/train/ISIC_8573647.dcm
20686,ISIC_2020_Train_DICOM_corrected/train/ISIC_8690825.dcm
20687,ISIC_2020_Train_DICOM_corrected/train/ISIC_9103422.dcm
20688,ISIC_2020_Train_DICOM_corrected/train/ISIC_7917961.dcm
20689,ISIC_2020_Train_DICOM_corrected/train/ISIC_9005312.dcm
20690,ISIC_2020_Train_DICOM_corrected/train/ISIC_7190175.dcm
20691,ISIC_2020_Train_DICOM_corrected/train/ISIC_1515543.dcm
20692,ISIC_2020_Train_DICOM_corrected/train/ISIC_6002622.dcm
20693,ISIC_2020_Train_DICOM_corrected/train/ISIC_9562036.dcm
20694,ISIC_2020_Train_DICOM_corrected/train/ISIC_6593451.dcm
20695,ISIC_2020_Train_DICOM_corrected/train/ISIC_2266715.dcm
20696,ISIC_2020_Train_DICOM_corrected/train/ISIC_5888460.dcm
20697,ISIC_2020_Train_DICOM_corrected/train/ISIC_0558046.dcm
20698,ISIC_2020_Train_DICOM_corrected/train/ISIC_1241645.dcm
20699,ISIC_2020_Train_DICOM_corrected/train/ISIC_7223327.dcm
20700,ISIC_2020_Train_DICOM_corrected/train/ISIC_5997381.dcm
20701,ISIC_2020_Train_DICOM_corrected/train/ISIC_9652226.dcm
20702,ISIC_2020_Train_DICOM_corrected/train/ISIC_9395144.dcm
20703,ISIC_2020_Train_DICOM_corrected/train/ISIC_0140339.dcm
20704,ISIC_2020_Train_DICOM_corrected/train/ISIC_8435651.dcm
20705,ISIC_2020_Train_DICOM_corrected/train/ISIC_7034703.dcm
20706,ISIC_2020_Train_DICOM_corrected/train/ISIC_6133201.dcm
20707,ISIC_2020_Train_DICOM_corrected/train/ISIC_7802213.dcm
20708,ISIC_2020_Train_DICOM_corrected/train/ISIC_8761972.dcm
20709,ISIC_2020_Train_DICOM_corrected/train/ISIC_5524048.dcm
20710,ISIC_2020_Train_DICOM_corrected/train/ISIC_7348651.dcm
20711,ISIC_2020_Train_DICOM_corrected/train/ISIC_3668276.dcm
20712,ISIC_2020_Train_DICOM_corrected/train/ISIC_7399433.dcm
20713,ISIC_2020_Train_DICOM_corrected/train/ISIC_0966066.dcm
20714,ISIC_2020_Train_DICOM_corrected/train/ISIC_8071710.dcm
20715,ISIC_2020_Train_DICOM_corrected/train/ISIC_6557781.dcm
20716,ISIC_2020_Train_DICOM_corrected/train/ISIC_9297251.dcm
20717,ISIC_2020_Train_DICOM_corrected/train/ISIC_2459552.dcm
20718,ISIC_2020_Train_DICOM_corrected/train/ISIC_8480913.dcm
20719,ISIC_2020_Train_DICOM_corrected/train/ISIC_3604975.dcm
20720,ISIC_2020_Train_DICOM_corrected/train/ISIC_1373540.dcm
20721,ISIC_2020_Train_DICOM_corrected/train/ISIC_5159557.dcm
20722,ISIC_2020_Train_DICOM_corrected/train/ISIC_2489504.dcm
20723,ISIC_2020_Train_DICOM_corrected/train/ISIC_0254158.dcm
20724,ISIC_2020_Train_DICOM_corrected/train/ISIC_6481852.dcm
20725,ISIC_2020_Train_DICOM_corrected/train/ISIC_8880387.dcm
20726,ISIC_2020_Train_DICOM_corrected/train/ISIC_7312097.dcm
20727,ISIC_2020_Train_DICOM_corrected/train/ISIC_2078613.dcm
20728,ISIC_2020_Train_DICOM_corrected/train/ISIC_7050200.dcm
20729,ISIC_2020_Train_DICOM_corrected/train/ISIC_9012721.dcm
20730,ISIC_2020_Train_DICOM_corrected/train/ISIC_1571442.dcm
20731,ISIC_2020_Train_DICOM_corrected/train/ISIC_7818799.dcm
20732,ISIC_2020_Train_DICOM_corrected/train/ISIC_8795740.dcm
20733,ISIC_2020_Train_DICOM_corrected/train/ISIC_1768197.dcm
20734,ISIC_2020_Train_DICOM_corrected/train/ISIC_6361412.dcm
20735,ISIC_2020_Train_DICOM_corrected/train/ISIC_7728263.dcm
20736,ISIC_2020_Train_DICOM_corrected/train/ISIC_8092805.dcm
20737,ISIC_2020_Train_DICOM_corrected/train/ISIC_1328488.dcm
20738,ISIC_2020_Train_DICOM_corrected/train/ISIC_1418788.dcm
20739,ISIC_2020_Train_DICOM_corrected/train/ISIC_4965459.dcm
20740,ISIC_2020_Train_DICOM_corrected/train/ISIC_4526238.dcm
20741,ISIC_2020_Train_DICOM_corrected/train/ISIC_9436129.dcm
20742,ISIC_2020_Train_DICOM_corrected/train/ISIC_4278349.dcm
20743,ISIC_2020_Train_DICOM_corrected/train/ISIC_2659654.dcm
20744,ISIC_2020_Train_DICOM_corrected/train/ISIC_9037248.dcm
20745,ISIC_2020_Train_DICOM_corrected/train/ISIC_4477003.dcm
20746,ISIC_2020_Train_DICOM_corrected/train/ISIC_5899357.dcm
20747,ISIC_2020_Train_DICOM_corrected/train/ISIC_1907792.dcm
20748,ISIC_2020_Train_DICOM_corrected/train/ISIC_7745993.dcm
20749,ISIC_2020_Train_DICOM_corrected/train/ISIC_5514594.dcm
20750,ISIC_2020_Train_DICOM_corrected/train/ISIC_5122220.dcm
20751,ISIC_2020_Train_DICOM_corrected/train/ISIC_5857823.dcm
20752,ISIC_2020_Train_DICOM_corrected/train/ISIC_4648604.dcm
20753,ISIC_2020_Train_DICOM_corrected/train/ISIC_6674918.dcm
20754,ISIC_2020_Train_DICOM_corrected/train/ISIC_3175789.dcm
20755,ISIC_2020_Train_DICOM_corrected/train/ISIC_0732688.dcm
20756,ISIC_2020_Train_DICOM_corrected/train/ISIC_6358383.dcm
20757,ISIC_2020_Train_DICOM_corrected/train/ISIC_8725993.dcm
20758,ISIC_2020_Train_DICOM_corrected/train/ISIC_6258919.dcm
20759,ISIC_2020_Train_DICOM_corrected/train/ISIC_7896286.dcm
20760,ISIC_2020_Train_DICOM_corrected/train/ISIC_0974233.dcm
20761,ISIC_2020_Train_DICOM_corrected/train/ISIC_6270437.dcm
20762,ISIC_2020_Train_DICOM_corrected/train/ISIC_6373863.dcm
20763,ISIC_2020_Train_DICOM_corrected/train/ISIC_4068365.dcm
